country,link,bus0,bus1,bus2,bus3,type,carrier,p_nom,p_nom_extendable,p_nom_max_2023,p_nom_max_2030,p_nom_max_2035,p_nom_min_2023,p_nom_min_2030,p_nom_min_2035
KG,KG_BION_to_KG_CH_IND-HH_by_IND_BOILER,KG_BION,KG_CH_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_JA_IND-HH_by_IND_BOILER,KG_BION,KG_JA_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_NR_IND-HH_by_IND_BOILER,KG_BION,KG_NR_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_OS_IND-HH_by_IND_BOILER,KG_BION,KG_OS_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_TL_IND-HH_by_IND_BOILER,KG_BION,KG_TL_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_YK_IND-HH_by_IND_BOILER,KG_BION,KG_YK_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_BA_IND-LH_by_IND_BOILER,KG_BION,KG_BA_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_CH_IND-LH_by_IND_BOILER,KG_BION,KG_CH_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_JA_IND-LH_by_IND_BOILER,KG_BION,KG_JA_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_NR_IND-LH_by_IND_BOILER,KG_BION,KG_NR_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_OS_IND-LH_by_IND_BOILER,KG_BION,KG_OS_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_TL_IND-LH_by_IND_BOILER,KG_BION,KG_TL_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_YK_IND-LH_by_IND_BOILER,KG_BION,KG_YK_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_BA_IND-HH_by_IND_BOILER,KG_HYDN,KG_BA_IND-HH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_CH_IND-HH_by_IND_BOILER,KG_HYDN,KG_CH_IND-HH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_JA_IND-HH_by_IND_BOILER,KG_HYDN,KG_JA_IND-HH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_NR_IND-HH_by_IND_BOILER,KG_HYDN,KG_NR_IND-HH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_OS_IND-HH_by_IND_BOILER,KG_HYDN,KG_OS_IND-HH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_TL_IND-HH_by_IND_BOILER,KG_HYDN,KG_TL_IND-HH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_YK_IND-HH_by_IND_BOILER,KG_HYDN,KG_YK_IND-HH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_BA_IND-LH_by_IND_BOILER,KG_HYDN,KG_BA_IND-LH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_CH_IND-LH_by_IND_BOILER,KG_HYDN,KG_CH_IND-LH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_JA_IND-LH_by_IND_BOILER,KG_HYDN,KG_JA_IND-LH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_NR_IND-LH_by_IND_BOILER,KG_HYDN,KG_NR_IND-LH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_OS_IND-LH_by_IND_BOILER,KG_HYDN,KG_OS_IND-LH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_TL_IND-LH_by_IND_BOILER,KG_HYDN,KG_TL_IND-LH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HYDN_to_KG_YK_IND-LH_by_IND_BOILER,KG_HYDN,KG_YK_IND-LH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BA_LVELEC_to_KG_BA_IND-LH_by_EDLH,KG_BA_LVELEC,KG_BA_IND-LH,,,EDLH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BA_LVELEC_to_KG_BA_IND-LH_by_EHPP,KG_BA_LVELEC,KG_BA_IND-LH,,,EHPP,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_CH_LVELEC_to_KG_CH_IND-LH_by_EDLH,KG_CH_LVELEC,KG_CH_IND-LH,,,EDLH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_CH_LVELEC_to_KG_CH_IND-LH_by_EHPP,KG_CH_LVELEC,KG_CH_IND-LH,,,EHPP,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_JA_LVELEC_to_KG_JA_IND-LH_by_EDLH,KG_JA_LVELEC,KG_JA_IND-LH,,,EDLH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_JA_LVELEC_to_KG_JA_IND-LH_by_EHPP,KG_JA_LVELEC,KG_JA_IND-LH,,,EHPP,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_NR_LVELEC_to_KG_NR_IND-LH_by_EDLH,KG_NR_LVELEC,KG_NR_IND-LH,,,EDLH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_NR_LVELEC_to_KG_NR_IND-LH_by_EHPP,KG_NR_LVELEC,KG_NR_IND-LH,,,EHPP,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OS_LVELEC_to_KG_OS_IND-LH_by_EDLH,KG_OS_LVELEC,KG_OS_IND-LH,,,EDLH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OS_LVELEC_to_KG_OS_IND-LH_by_EHPP,KG_OS_LVELEC,KG_OS_IND-LH,,,EHPP,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_TL_LVELEC_to_KG_TL_IND-LH_by_EDLH,KG_TL_LVELEC,KG_TL_IND-LH,,,EDLH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_TL_LVELEC_to_KG_TL_IND-LH_by_EHPP,KG_TL_LVELEC,KG_TL_IND-LH,,,EHPP,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_YK_LVELEC_to_KG_YK_IND-LH_by_EDLH,KG_YK_LVELEC,KG_YK_IND-LH,,,EDLH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_YK_LVELEC_to_KG_YK_IND-LH_by_EHPP,KG_YK_LVELEC,KG_YK_IND-LH,,,EHPP,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BA_HVELEC_to_KG_BA_IND-HH_by_EIDT,KG_BA_HVELEC,KG_BA_IND-HH,,,EIDT,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BA_HVELEC_to_KG_BA_IND-HH_by_EERH,KG_BA_HVELEC,KG_BA_IND-HH,,,EERH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_CH_HVELEC_to_KG_CH_IND-HH_by_EIDT,KG_CH_HVELEC,KG_CH_IND-HH,,,EIDT,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_CH_HVELEC_to_KG_CH_IND-HH_by_EERH,KG_CH_HVELEC,KG_CH_IND-HH,,,EERH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_JA_HVELEC_to_KG_JA_IND-HH_by_EIDT,KG_JA_HVELEC,KG_JA_IND-HH,,,EIDT,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_JA_HVELEC_to_KG_JA_IND-HH_by_EERH,KG_JA_HVELEC,KG_JA_IND-HH,,,EERH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_NR_HVELEC_to_KG_NR_IND-HH_by_EIDT,KG_NR_HVELEC,KG_NR_IND-HH,,,EIDT,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_NR_HVELEC_to_KG_NR_IND-HH_by_EERH,KG_NR_HVELEC,KG_NR_IND-HH,,,EERH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OS_HVELEC_to_KG_OS_IND-HH_by_EIDT,KG_OS_HVELEC,KG_OS_IND-HH,,,EIDT,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OS_HVELEC_to_KG_OS_IND-HH_by_EERH,KG_OS_HVELEC,KG_OS_IND-HH,,,EERH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_TL_HVELEC_to_KG_TL_IND-HH_by_EIDT,KG_TL_HVELEC,KG_TL_IND-HH,,,EIDT,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_TL_HVELEC_to_KG_TL_IND-HH_by_EERH,KG_TL_HVELEC,KG_TL_IND-HH,,,EERH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_YK_HVELEC_to_KG_YK_IND-HH_by_EIDT,KG_YK_HVELEC,KG_YK_IND-HH,,,EIDT,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_YK_HVELEC_to_KG_YK_IND-HH_by_EERH,KG_YK_HVELEC,KG_YK_IND-HH,,,EERH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_BA_HVELEC_by_CHP,KG_BION,KG_BA_HVELEC,KG_ATMP,KG_BA_IND-LH,CHP,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_CH_HVELEC_by_CHP,KG_BION,KG_CH_HVELEC,KG_ATMP,KG_CH_IND-LH,CHP,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_JA_HVELEC_by_CHP,KG_BION,KG_JA_HVELEC,KG_ATMP,KG_JA_IND-LH,CHP,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_NR_HVELEC_by_CHP,KG_BION,KG_NR_HVELEC,KG_ATMP,KG_NR_IND-LH,CHP,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_OS_HVELEC_by_CHP,KG_BION,KG_OS_HVELEC,KG_ATMP,KG_OS_IND-LH,CHP,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_TL_HVELEC_by_CHP,KG_BION,KG_TL_HVELEC,KG_ATMP,KG_TL_IND-LH,CHP,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_YK_HVELEC_by_CHP,KG_BION,KG_YK_HVELEC,KG_ATMP,KG_YK_IND-LH,CHP,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
