country,link,bus0,bus1,bus2,bus3,type,carrier,p_nom,p_nom_extendable,p_nom_max_2023,p_nom_max_2030,p_nom_max_2035,p_nom_min_2023,p_nom_min_2030,p_nom_min_2035
KZ,KZ_BION_to_KZ_WS_IND-HH_by_IND_BOILER,KZ_BION,KZ_WS_IND-HH,KZ_ATMP,KZ_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_BION_to_KZ_NR_IND-LH_by_IND_BOILER,KZ_BION,KZ_NR_IND-LH,KZ_ATMP,KZ_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_BION_to_KZ_SO_IND-LH_by_IND_BOILER,KZ_BION,KZ_SO_IND-LH,KZ_ATMP,KZ_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_BION_to_KZ_WS_IND-LH_by_IND_BOILER,KZ_BION,KZ_WS_IND-LH,KZ_ATMP,KZ_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_HYDN_to_KZ_NR_IND-HH_by_IND_BOILER,KZ_HYDN,KZ_NR_IND-HH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_HYDN_to_KZ_SO_IND-HH_by_IND_BOILER,KZ_HYDN,KZ_SO_IND-HH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_HYDN_to_KZ_WS_IND-HH_by_IND_BOILER,KZ_HYDN,KZ_WS_IND-HH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_HYDN_to_KZ_NR_IND-LH_by_IND_BOILER,KZ_HYDN,KZ_NR_IND-LH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_HYDN_to_KZ_SO_IND-LH_by_IND_BOILER,KZ_HYDN,KZ_SO_IND-LH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_HYDN_to_KZ_WS_IND-LH_by_IND_BOILER,KZ_HYDN,KZ_WS_IND-LH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_NR_LVELEC_to_KZ_NR_IND-LH_by_EDLH,KZ_NR_LVELEC,KZ_NR_IND-LH,,,EDLH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_NR_LVELEC_to_KZ_NR_IND-LH_by_EHPP,KZ_NR_LVELEC,KZ_NR_IND-LH,,,EHPP,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_SO_LVELEC_to_KZ_SO_IND-LH_by_EDLH,KZ_SO_LVELEC,KZ_SO_IND-LH,,,EDLH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_SO_LVELEC_to_KZ_SO_IND-LH_by_EHPP,KZ_SO_LVELEC,KZ_SO_IND-LH,,,EHPP,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_WS_LVELEC_to_KZ_WS_IND-LH_by_EDLH,KZ_WS_LVELEC,KZ_WS_IND-LH,,,EDLH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_WS_LVELEC_to_KZ_WS_IND-LH_by_EHPP,KZ_WS_LVELEC,KZ_WS_IND-LH,,,EHPP,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_NR_HVELEC_to_KZ_NR_IND-HH_by_EIDT,KZ_NR_HVELEC,KZ_NR_IND-HH,,,EIDT,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_NR_HVELEC_to_KZ_NR_IND-HH_by_EERH,KZ_NR_HVELEC,KZ_NR_IND-HH,,,EERH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_SO_HVELEC_to_KZ_SO_IND-HH_by_EIDT,KZ_SO_HVELEC,KZ_SO_IND-HH,,,EIDT,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_SO_HVELEC_to_KZ_SO_IND-HH_by_EERH,KZ_SO_HVELEC,KZ_SO_IND-HH,,,EERH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_WS_HVELEC_to_KZ_WS_IND-HH_by_EIDT,KZ_WS_HVELEC,KZ_WS_IND-HH,,,EIDT,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_WS_HVELEC_to_KZ_WS_IND-HH_by_EERH,KZ_WS_HVELEC,KZ_WS_IND-HH,,,EERH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_BION_to_KZ_NR_HVELEC_by_CHP,KZ_BION,KZ_NR_HVELEC,KZ_ATMP,KZ_NR_IND-LH,CHP,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_BION_to_KZ_SO_HVELEC_by_CHP,KZ_BION,KZ_SO_HVELEC,KZ_ATMP,KZ_SO_IND-LH,CHP,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KZ,KZ_BION_to_KZ_WS_HVELEC_by_CHP,KZ_BION,KZ_WS_HVELEC,KZ_ATMP,KZ_WS_IND-LH,CHP,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_HRDCN_to_UZ_UZ_IND-HH_by_IND_BOILER,UZ_HRDCN,UZ_UZ_IND-HH,UZ_ATMP,UZ_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_HRDCN_to_UZ_UZ_IND-LH_by_IND_BOILER,UZ_HRDCN,UZ_UZ_IND-LH,UZ_ATMP,UZ_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_OILN_to_UZ_UZ_IND-HH_by_IND_BOILER,UZ_OILN,UZ_UZ_IND-HH,UZ_ATMP,UZ_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_OILN_to_UZ_UZ_IND-LH_by_IND_BOILER,UZ_OILN,UZ_UZ_IND-LH,UZ_ATMP,UZ_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_GASN_to_UZ_UZ_IND-HH_by_IND_BOILER,UZ_GASN,UZ_UZ_IND-HH,UZ_ATMP,UZ_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_GASN_to_UZ_UZ_IND-LH_by_IND_BOILER,UZ_GASN,UZ_UZ_IND-LH,UZ_ATMP,UZ_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_BION_to_UZ_UZ_IND-HH_by_IND_BOILER,UZ_BION,UZ_UZ_IND-HH,UZ_ATMP,UZ_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_BION_to_UZ_UZ_IND-LH_by_IND_BOILER,UZ_BION,UZ_UZ_IND-LH,UZ_ATMP,UZ_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_HYDN_to_UZ_UZ_IND-HH_by_IND_BOILER,UZ_HYDN,UZ_UZ_IND-HH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_HYDN_to_UZ_UZ_IND-LH_by_IND_BOILER,UZ_HYDN,UZ_UZ_IND-LH,,,IND_BOILER,Hyd,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_UZ_LVELEC_to_UZ_UZ_IND-LH_by_EDLH,UZ_UZ_LVELEC,UZ_UZ_IND-LH,,,EDLH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_UZ_LVELEC_to_UZ_UZ_IND-LH_by_EHPP,UZ_UZ_LVELEC,UZ_UZ_IND-LH,,,EHPP,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_UZ_HVELEC_to_UZ_UZ_IND-HH_by_EIDT,UZ_UZ_HVELEC,UZ_UZ_IND-HH,,,EIDT,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_UZ_HVELEC_to_UZ_UZ_IND-HH_by_EERH,UZ_UZ_HVELEC,UZ_UZ_IND-HH,,,EERH,Electricity,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
UZ,UZ_BION_to_UZ_UZ_HVELEC_by_CHP,UZ_BION,UZ_UZ_HVELEC,UZ_ATMP,UZ_UZ_IND-LH,CHP,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_BA_IND-HH_by_IND_BOILER,KG_HRDCN,KG_BA_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_CH_IND-HH_by_IND_BOILER,KG_HRDCN,KG_CH_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_JA_IND-HH_by_IND_BOILER,KG_HRDCN,KG_JA_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_NR_IND-HH_by_IND_BOILER,KG_HRDCN,KG_NR_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_OS_IND-HH_by_IND_BOILER,KG_HRDCN,KG_OS_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_TL_IND-HH_by_IND_BOILER,KG_HRDCN,KG_TL_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_YK_IND-HH_by_IND_BOILER,KG_HRDCN,KG_YK_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_BA_IND-LH_by_IND_BOILER,KG_HRDCN,KG_BA_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_CH_IND-LH_by_IND_BOILER,KG_HRDCN,KG_CH_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_JA_IND-LH_by_IND_BOILER,KG_HRDCN,KG_JA_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_NR_IND-LH_by_IND_BOILER,KG_HRDCN,KG_NR_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_OS_IND-LH_by_IND_BOILER,KG_HRDCN,KG_OS_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_TL_IND-LH_by_IND_BOILER,KG_HRDCN,KG_TL_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_HRDCN_to_KG_YK_IND-LH_by_IND_BOILER,KG_HRDCN,KG_YK_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Hrdc,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_BA_IND-HH_by_IND_BOILER,KG_OILN,KG_BA_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_CH_IND-HH_by_IND_BOILER,KG_OILN,KG_CH_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_JA_IND-HH_by_IND_BOILER,KG_OILN,KG_JA_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_NR_IND-HH_by_IND_BOILER,KG_OILN,KG_NR_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_OS_IND-HH_by_IND_BOILER,KG_OILN,KG_OS_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_TL_IND-HH_by_IND_BOILER,KG_OILN,KG_TL_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_YK_IND-HH_by_IND_BOILER,KG_OILN,KG_YK_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_BA_IND-LH_by_IND_BOILER,KG_OILN,KG_BA_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_CH_IND-LH_by_IND_BOILER,KG_OILN,KG_CH_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_JA_IND-LH_by_IND_BOILER,KG_OILN,KG_JA_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_NR_IND-LH_by_IND_BOILER,KG_OILN,KG_NR_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_OS_IND-LH_by_IND_BOILER,KG_OILN,KG_OS_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_TL_IND-LH_by_IND_BOILER,KG_OILN,KG_TL_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_OILN_to_KG_YK_IND-LH_by_IND_BOILER,KG_OILN,KG_YK_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Oil,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_BA_IND-HH_by_IND_BOILER,KG_GASN,KG_BA_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_CH_IND-HH_by_IND_BOILER,KG_GASN,KG_CH_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_JA_IND-HH_by_IND_BOILER,KG_GASN,KG_JA_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_NR_IND-HH_by_IND_BOILER,KG_GASN,KG_NR_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_OS_IND-HH_by_IND_BOILER,KG_GASN,KG_OS_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_TL_IND-HH_by_IND_BOILER,KG_GASN,KG_TL_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_YK_IND-HH_by_IND_BOILER,KG_GASN,KG_YK_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_BA_IND-LH_by_IND_BOILER,KG_GASN,KG_BA_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_CH_IND-LH_by_IND_BOILER,KG_GASN,KG_CH_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_JA_IND-LH_by_IND_BOILER,KG_GASN,KG_JA_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_NR_IND-LH_by_IND_BOILER,KG_GASN,KG_NR_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_OS_IND-LH_by_IND_BOILER,KG_GASN,KG_OS_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_TL_IND-LH_by_IND_BOILER,KG_GASN,KG_TL_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_GASN_to_KG_YK_IND-LH_by_IND_BOILER,KG_GASN,KG_YK_IND-LH,KG_ATMP,KG_CO2STORN,IND_BOILER,Gas,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
KG,KG_BION_to_KG_BA_IND-HH_by_IND_BOILER,KG_BION,KG_BA_IND-HH,KG_ATMP,KG_CO2STORN,IND_BOILER,Bio,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here,Please fill here
